path,label,fcns,xrefs,calls,strings,symbols,imports,signatures,covrage,codesz,percent
/Volumes/malware-dataset/malware/VirusShare_48db783ba85c57a4e1f6810b9a38ec20,1,0,0,0,4601,98,98,0,392,110984,0
/Volumes/malware-dataset/malware/VirusShare_57b179b7018a048dbc62d5ac017f4dad,1,0,0,0,208,143,143,0,0,176128,0
/Volumes/malware-dataset/malware/VirusShare_1befabc18625800763f663d79e485f60,1,0,0,0,785,593,588,0,1388,480620,0
/Volumes/malware-dataset/malware/VirusShare_2c742998e870d33bea980050ccb99cff,1,0,0,0,39,13,13,0,8,376840,0
/Volumes/malware-dataset/malware/VirusShare_075358253095e14b60ab93400b985d0f,1,0,0,0,83,39,17,0,68,4164,1
/Volumes/malware-dataset/malware/VirusShare_4a3253d49d6fc9f99f2d784db0e97b20,1,0,0,0,2140,221,221,0,872,455528,0
/Volumes/malware-dataset/malware/VirusShare_49654218c123d5c36d3e85bca485c340,1,0,0,0,0,6,6,0,12,163852,0
/Volumes/malware-dataset/malware/VirusShare_48e4450715be339b2c5db7fca80b0689,1,0,0,0,293,135,135,0,452,90564,0
/Volumes/malware-dataset/malware/VirusShare_55ae2d831b94e5095af5c97d844e4015,1,0,0,0,74,30,30,0,0,45056,0
/Volumes/malware-dataset/malware/VirusShare_5763425f3dc8ca68c61ec1a7e42a31e2,1,0,0,0,83,83,83,0,0,24576,0
/Volumes/malware-dataset/malware/VirusShare_1ae03a0a067c01e3816860ecb8e293c0,1,0,0,0,391,256,256,0,704,41664,1
/Volumes/malware-dataset/malware/VirusShare_1bd785a79378bca62965bcf279026521,1,0,0,0,10962,79,79,0,316,61756,0
/Volumes/malware-dataset/malware/VirusShare_3f9b776d647cd9be6df7862633dda450,1,0,0,0,494,89,85,0,340,770388,0
/Volumes/malware-dataset/malware/VirusShare_2aad644d2830eb69489738e7dd0cacd0,1,0,0,0,527,159,159,0,636,74364,0
/Volumes/malware-dataset/malware/VirusShare_4914f9c59748c80d4fede9ad4e2444b0,1,0,0,0,1554,322,322,0,1276,1815804,0
/Volumes/malware-dataset/malware/VirusShare_488cf05a3339c27cc23e694ebd537fcb,1,0,0,0,153,109,106,0,360,16744,2
/Volumes/malware-dataset/malware/VirusShare_3a1572cbd307641a50d2811969116230,1,0,0,0,0,80,80,0,320,49472,0
/Volumes/malware-dataset/malware/VirusShare_3ab1a1c8a65cc13d4539438e6e4abad0,1,0,0,0,175,96,96,0,332,41292,0
/Volumes/malware-dataset/malware/VirusShare_4e8acd219831d8e7c2e6d1d757b22b54,1,0,0,0,532,104,104,0,416,37280,1
/Volumes/malware-dataset/malware/VirusShare_2bd5ec154ef0c011097263f1ad5f6a5f,1,0,0,0,5,1,1,0,0,3136,0
/Volumes/malware-dataset/malware/VirusShare_3a9d9f2caedf95b2332673f703155740,1,0,0,0,187,96,96,0,332,41292,0
/Volumes/malware-dataset/malware/VirusShare_4815faa8b4f8f915ed8da0e831b91140,1,0,0,0,232,155,155,0,620,25196,2
/Volumes/malware-dataset/malware/VirusShare_2eb0ff4f4d1d0de2cd9947a622049e7c,1,0,0,0,492,74,74,0,248,33016,0
/Volumes/malware-dataset/malware/VirusShare_487c8b4a701f19a601a47b205267e9b8,1,0,0,0,171,124,124,0,496,33264,1
/Volumes/malware-dataset/malware/VirusShare_3c3cb47aa75a6f3e27ab02e81467075c,1,0,0,0,15,10,10,0,20,110612,0
/Volumes/malware-dataset/malware/VirusShare_2aaf6e5306f3fcaff3a3d5185a5f5140,1,0,0,0,0,0,0,0,0,233472,0
/Volumes/malware-dataset/malware/VirusShare_1bedcd001a4a104ef3558859fd2ad600,1,0,0,0,162,154,154,0,284,397596,0
/Volumes/malware-dataset/malware/VirusShare_3bd56eba89cce62a5a1ceeee07d26ec0,1,0,0,0,8294,67,67,0,268,147724,0
/Volumes/malware-dataset/malware/VirusShare_2bfdd9b645fe4bb4648603a532d879b2,1,0,0,0,171,47,47,0,188,180412,0
/Volumes/malware-dataset/malware/VirusShare_1dc768b7f4a6e992a3f91abfada36e5e,1,0,0,0,11,6,6,0,12,155660,0
/Volumes/malware-dataset/malware/VirusShare_0086ebe47d03b8eab3608494c8fe1e8e,1,0,0,0,7,5,5,0,0,24576,0
/Volumes/malware-dataset/malware/VirusShare_4a7a18f51f38be14948f20a6dd0c3b60,1,0,0,0,1240,376,376,0,1368,394584,0
/Volumes/malware-dataset/malware/VirusShare_3ca9a120c1dc21ac56ebbc4cbbfbb8d0,1,0,0,0,2380,209,209,0,836,389956,0
/Volumes/malware-dataset/malware/VirusShare_3a77055486300cc8edfad66db0450230,1,0,0,0,1878,65,64,0,256,65792,0
/Volumes/malware-dataset/malware/VirusShare_493a0acd53f2e47bc8dcdf02099f7160,1,0,0,0,534,2,2,0,0,249856,0
/Volumes/malware-dataset/malware/VirusShare_6cc966050cbf0c93f496b1c775894202,1,0,0,0,11094,99,99,0,396,135564,0
/Volumes/malware-dataset/malware/VirusShare_1c31e5edc97a0c1cc461c73439fe3040,1,0,0,0,41,12,12,0,24,53272,0
/Volumes/malware-dataset/malware/VirusShare_4bdf55e59d7a8c5104f2f0e41999510e,1,0,0,0,211,178,178,0,0,217088,0
/Volumes/malware-dataset/malware/VirusShare_1eb22c29b28c5abc079b0d4e80e1d6a1,1,0,0,0,559,105,105,0,0,32768,0
/Volumes/malware-dataset/malware/VirusShare_57ab8e18f461b4d71cba7a2af6da8539,1,0,0,0,15,10,8,0,12,86028,0
/Volumes/malware-dataset/malware/VirusShare_2ba40e7aae5a2e3330fee1de6d0a7cdd,1,0,0,0,777,75,75,0,144,20624,0
/Volumes/malware-dataset/malware/VirusShare_4bbc2502436e9b088afd65a8543b4970,1,0,0,0,25,148,1,0,4,122884,0
/Volumes/malware-dataset/malware/VirusShare_688f944e67cd5f5b2700d0bc2e54bd46,1,0,0,0,289,278,278,0,1112,83032,1
/Volumes/malware-dataset/malware/VirusShare_2df822ac713ebde47b57a41f68a31aa1,1,0,0,0,67,14,14,0,36,176164,0
/Volumes/malware-dataset/malware/VirusShare_5afe5a811e3a9ce99ae00708fb90ea5a,1,0,0,0,2212,3,3,0,12,40972,0
/Volumes/malware-dataset/malware/VirusShare_2f2ea111d1c2d835ad69e9d2de02ffe3,1,0,0,0,2127,23,23,0,92,16476,0
/Volumes/malware-dataset/malware/VirusShare_1b84bc3a71c7431a27ffb303ef649703,1,0,0,0,24,0,0,0,0,28672,0
/Volumes/malware-dataset/malware/VirusShare_01629f27c01975e81d21836d5fbd1050,1,0,0,0,85,116,116,0,464,74192,0
/Volumes/malware-dataset/malware/VirusShare_1c498337e464b7368ba06bacc494dd33,1,0,0,0,10873,162,162,0,648,66184,0
/Volumes/malware-dataset/malware/VirusShare_1be06fcbce38ad77a2acd90b7b1201c0,1,0,0,0,0,0,0,0,0,176128,0
/Volumes/malware-dataset/malware/VirusShare_42717107dcf4420ca36c9d05368938a0,1,0,0,0,7317,156,156,0,624,143984,0
/Volumes/malware-dataset/malware/VirusShare_4a8bfead62c8a4c061f800bd7a331c59,1,0,0,0,17,29,29,0,0,20480,0
/Volumes/malware-dataset/malware/VirusShare_57a1a129df8b64c4fe9e30822c45bf10,1,0,0,0,52,54,54,0,164,8356,1
/Volumes/malware-dataset/malware/VirusShare_5d35a44796b29aaccd5f21b3e210739a,1,0,0,0,160,283,282,0,1120,95328,1
/Volumes/malware-dataset/malware/VirusShare_3b8c23d9081047604509bbe939435840,1,0,0,0,5728,87,87,0,348,164188,0
/Volumes/malware-dataset/malware/VirusShare_3af3f1bd8f60824f22de7b82b7ef02a0,1,0,0,0,231,91,91,0,320,41280,0
/Volumes/malware-dataset/malware/VirusShare_1a17f6397b328f5f1e68e0c4a6158cc0,1,0,0,0,34,111,111,0,0,32768,0
/Volumes/malware-dataset/malware/VirusShare_1e661da796b060ac492ec7e0e85db7e0,1,0,0,0,1543,293,91,0,364,479596,0
/Volumes/malware-dataset/malware/VirusShare_492d136ecd3780cba99aec96f8961fd0,1,0,0,0,4277,78,78,0,312,45368,0
/Volumes/malware-dataset/malware/VirusShare_5ac9e64972dcf0c38b7962819fbfacc0,1,0,0,0,14,52,1,0,4,73732,0
/Volumes/malware-dataset/malware/VirusShare_2d7ee00d23f052cc8f2f99ae7ae57e80,1,0,0,0,1010,5,5,0,16,28688,0
/Volumes/malware-dataset/malware/VirusShare_49c5bacf85fdfcc349b36a3c778d12d0,1,0,0,0,602,555,545,0,2180,10372,21
/Volumes/malware-dataset/malware/VirusShare_3be532f1a5c9b29473f2421d7e87d670,1,0,0,0,14,52,1,0,4,73732,0
/Volumes/malware-dataset/malware/VirusShare_398690c9fc3f4e658eba11ccb267db90,1,0,0,0,2123,3,3,0,12,28684,0
/Volumes/malware-dataset/malware/VirusShare_1bc4f6c015ec7bbf07e852ffb296e540,1,0,0,0,127,33,33,0,132,295044,0
/Volumes/malware-dataset/malware/VirusShare_29cf1fe2b48b1ee9520f1d5a9990af37,1,0,0,0,5000,41,41,0,164,8356,1
/Volumes/malware-dataset/malware/VirusShare_2af658ab9c63b6764f1a2cdab05ab8cd,1,0,0,0,66,441,441,0,1172,402580,0
/Volumes/malware-dataset/malware/VirusShare_497bfda6275e57943a29aeeaa17a3aa0,1,0,0,0,14,52,1,0,4,73732,0
/Volumes/malware-dataset/malware/VirusShare_580da9f8c250084e2c4c2abbe055f3ba,1,0,0,0,107,64,28,0,100,24676,0
/Volumes/malware-dataset/malware/VirusShare_3c9473be3150e858dd9ba1d64a765c40,1,0,0,0,198,129,129,0,0,196608,0
/Volumes/malware-dataset/malware/VirusShare_3ca4486f6f1ed80c39b2a0d8aa2c8e30,1,0,0,0,3597,74,74,0,296,33064,0
/Volumes/malware-dataset/malware/VirusShare_499813ac6e85bae9a26dbd66838269c0,1,0,0,0,5558,113,113,0,440,123320,0
/Volumes/malware-dataset/malware/VirusShare_02a77254910d5e8347a9395165cb4be2,1,0,0,0,17,11,9,0,16,49168,0
/Volumes/malware-dataset/malware/VirusShare_3c02ba56257cd65d711d99ebaa1f02a0,1,0,0,0,1522,40,40,0,160,114848,0
/Volumes/malware-dataset/malware/VirusShare_082cec46d58602b78f01bffa6ff4b84f,1,0,0,0,74,30,30,0,0,45056,0
/Volumes/malware-dataset/malware/VirusShare_1eebdc1f2cd7022506c2ab5d8aadf270,1,0,0,0,4283,76,76,0,304,41264,0
/Volumes/malware-dataset/malware/VirusShare_3aabea30bccbd95c8d15023f650fdcbd,1,0,0,0,188,121,121,0,0,65536,0
/Volumes/malware-dataset/malware/VirusShare_4d5a2d78517d7d799563d827d8a66d48,1,0,0,0,216,48,48,0,0,65536,0
/Volumes/malware-dataset/malware/VirusShare_1c9ef02fc2f6096501d01650bcd60e00,1,0,0,0,4820,41,41,0,164,8356,1
/Volumes/malware-dataset/malware/VirusShare_569ac8e03d2fa1de4e23f9a120f7bd62,1,0,0,0,3126,230,230,0,908,123788,0
/Volumes/malware-dataset/malware/VirusShare_2c3a8deef5cfd7bb5d4b1915494989c0,1,0,0,0,4829,41,41,0,164,8356,1
/Volumes/malware-dataset/malware/VirusShare_1c4838639498171b56aa250a1fad4410,1,0,0,0,686,64,64,0,256,49408,0
/Volumes/malware-dataset/malware/VirusShare_1b0f3642903941b0bbb0eebaef797420,1,0,0,0,204,155,155,0,620,25196,2
/Volumes/malware-dataset/malware/VirusShare_2d8901fbb4f25ae2a391706e80228081,1,0,0,0,3341,6,5,0,20,282644,0
/Volumes/malware-dataset/malware/VirusShare_2eae22f0b5619477eb9f5ab686fdfe60,1,0,0,0,5581,116,116,0,452,123332,0
/Volumes/malware-dataset/malware/VirusShare_3c695d260a277663a3ec938762bf6be0,1,0,0,0,2070,637,622,0,2040,301048,0
/Volumes/malware-dataset/malware/VirusShare_0375d032a04672f575ce05aecd668140,1,0,0,0,225,155,155,0,620,25196,2
/Volumes/malware-dataset/malware/VirusShare_2b574988e357c6207850bff8285ac873,1,0,0,0,46,17,16,0,40,966696,0
/Volumes/malware-dataset/malware/VirusShare_565d48d873d08df2b8f03153ec7b0b04,1,0,0,0,96,40,40,0,160,4256,3
/Volumes/malware-dataset/malware/VirusShare_4a628e05eba6b44c163569c6b5e33148,1,0,0,0,2051,70,69,0,248,20728,1
/Volumes/malware-dataset/malware/VirusShare_1c41431db067cfd78850571f427fc6c0,1,0,0,0,4439,76,76,0,304,57648,0
/Volumes/malware-dataset/malware/VirusShare_1e39dae15fbf4e3b1040f3529772bf20,1,0,0,0,4100,460,460,0,1828,497444,0
/Volumes/malware-dataset/malware/VirusShare_55febbf01f118cdd92f5d54bb5712890,1,0,0,0,1569,38,38,0,128,4224,3
/Volumes/malware-dataset/malware/VirusShare_1cb79ac2dcb75c9c814e95529ec6b580,1,0,0,0,31,52,52,0,208,8400,2
/Volumes/malware-dataset/malware/VirusShare_4ccf93da1629132fdd7920a2e85df2d0,1,0,0,0,5627,99,92,0,368,74096,0
/Volumes/malware-dataset/malware/VirusShare_5b92d653181cca5cbbae4e68da9af6b0,1,0,0,0,334,48,48,0,192,24768,0
/Volumes/malware-dataset/malware/VirusShare_1f7c33c73cadb61cf70c2cd48a4f40d0,1,0,0,0,1230,215,215,0,856,136024,0
/Volumes/malware-dataset/malware/VirusShare_4add6d6c0090f1e78485dbb66cec2ea6,1,0,0,0,2262,133,120,0,440,8632,5
/Volumes/malware-dataset/malware/VirusShare_4fc961b7387036cd0399c0b7e3e3f790,1,0,0,0,89,4,4,0,0,180224,0
/Volumes/malware-dataset/malware/VirusShare_4b4370e79492a921d83cdd0b2e356d70,1,0,0,0,17,11,11,0,20,20500,0
/Volumes/malware-dataset/malware/VirusShare_2c00307355565ec5e9383b6cd556fb00,1,0,0,0,545,76,76,0,304,356656,0
/Volumes/malware-dataset/malware/VirusShare_081dfa592ef4aed378dc1ce7072dc11d,1,0,0,0,11470,43,43,0,160,8352,1
/Volumes/malware-dataset/malware/VirusShare_4c55acf5007dd1171a9f48733bb0761d,1,0,0,0,1921,513,513,0,2036,530420,0
/Volumes/malware-dataset/malware/VirusShare_49561ebd3ee478a39959bedb98a2bc40,1,0,0,0,730,269,268,0,1056,226336,0
/Volumes/malware-dataset/malware/VirusShare_3cadb337efb857540b106986fc604270,1,0,0,0,1657,291,291,0,1152,259200,0
/Volumes/malware-dataset/malware/VirusShare_2cc9296d32e5095cf74123dbf906ecc0,1,0,0,0,11,6,6,0,24,610328,0
/Volumes/malware-dataset/malware/VirusShare_1fab5a187f2dd4cc5a9b954182a01040,1,0,0,0,416,233,233,0,756,430836,0
/Volumes/malware-dataset/malware/VirusShare_3a593d33b8adab055aa74fdc0a6f9620,1,0,0,0,4155,64,64,0,0,28672,0
/Volumes/malware-dataset/malware/VirusShare_3a4fe990e684d011bf32b1fb927d6550,1,0,0,0,5045,85,85,0,0,98304,0
/Volumes/malware-dataset/malware/VirusShare_3f3b18f7f30db62dc18450aa59d1cc00,1,0,0,0,9,5,5,0,20,503828,0
/Volumes/malware-dataset/malware/VirusShare_48805cce5d74f6f4c33e4b281dbcddd0,1,0,0,0,164,267,267,0,1068,144428,0
/Volumes/malware-dataset/malware/VirusShare_04e10f9704664edc9062876de877e780,1,0,0,0,331,145,145,0,0,77824,0
/Volumes/malware-dataset/malware/VirusShare_2d2842dfa1686e1cb6bd4bc492b60570,1,0,0,0,5743,112,112,0,436,119220,0
/Volumes/malware-dataset/malware/VirusShare_3c4bcb6aa551d802236eb1d17db41dd0,1,0,0,0,2482,259,259,0,1036,398348,0
/Volumes/malware-dataset/malware/VirusShare_4eba53c948ee01992ce3f9327cfe7f30,1,0,0,0,512,218,218,0,868,99172,0
/Volumes/malware-dataset/malware/VirusShare_1b0ad84623bbcdb2eeb036e8a3dce140,1,0,0,0,3893,113,113,0,440,49592,0
/Volumes/malware-dataset/malware/VirusShare_4a75b3f9a8e35455787c3067e828565f,1,0,0,0,87,31,31,0,0,36864,0
/Volumes/malware-dataset/malware/VirusShare_49a5d96547ec234c6774a901c693c6d0,1,0,0,0,49,11,11,0,24,1224728,0
/Volumes/malware-dataset/malware/VirusShare_4d30a55dbd8da46e453c0300832e1f50,1,0,0,0,705,323,323,0,1276,292092,0
/Volumes/malware-dataset/malware/VirusShare_4e08aa4782ebdcbc851c94f7e85907e0,1,0,0,0,416,133,133,0,532,127508,0
/Volumes/malware-dataset/malware/VirusShare_6e6360c21dfb6104cc7cb45115fa2996,1,0,0,0,983,105,105,0,420,74148,0
/Volumes/malware-dataset/malware/VirusShare_2befa6d9bc33b9b58961162119cc4d80,1,0,0,0,3695,261,261,0,1044,779284,0
/Volumes/malware-dataset/malware/VirusShare_47ecad9fa955774a95ae4884bceec856,1,0,0,0,3538,352,352,0,1396,288116,0
/Volumes/malware-dataset/malware/VirusShare_08218856f06b3734ae717fb639c95b1e,1,0,0,0,2114,310,310,0,1224,365768,0
/Volumes/malware-dataset/malware/VirusShare_4f85e95e91f98b0a6d576a76bdc13bd0,1,0,0,0,1235,604,604,0,2416,6512,37
/Volumes/malware-dataset/malware/VirusShare_55ed895c2fb63f3b0e6516782f75ce40,1,0,0,0,11,6,6,0,12,155660,0
/Volumes/malware-dataset/malware/VirusShare_3c2a188155c74e35e8f88cce45ad44ae,1,0,0,0,266,122,122,0,488,106984,0
/Volumes/malware-dataset/malware/VirusShare_3b6577f1a2ff3dea2047e7a2ee658160,1,0,0,0,0,94,94,0,376,65912,0
/Volumes/malware-dataset/malware/VirusShare_2fe2d38203421cc89056dd1a599e1fc0,1,0,0,0,2285,2,2,0,8,40968,0
/Volumes/malware-dataset/malware/VirusShare_56571269cf909128cb27286e2532654a,1,0,0,0,445,259,258,0,1020,111612,0
/Volumes/malware-dataset/malware/VirusShare_2b2dfb1fe4ee37de6f408ac6dbed2ba0,1,0,0,0,137,96,96,0,332,37196,0
/Volumes/malware-dataset/malware/VirusShare_59a45e495b3d8343202bd0b6f50be480,1,0,0,0,38,6,6,0,0,5713920,0
/Volumes/malware-dataset/malware/VirusShare_569a2369615302b902809300c7eee4d0,1,0,0,0,4784,41,41,0,164,8356,1
/Volumes/malware-dataset/malware/VirusShare_2a67af47a01917598c258c7396967cc8,1,0,0,0,931,9,9,0,32,53280,0
/Volumes/malware-dataset/malware/VirusShare_3c33b77ec4468bc344859b09146fb7d0,1,0,0,0,3568,237,237,0,944,54192,1
/Volumes/malware-dataset/malware/VirusShare_1ab0f224389adc42f3aeabae7759a26e,1,0,0,0,610,142,142,0,308,8500,3
/Volumes/malware-dataset/malware/VirusShare_4fb358a9d09096fac56b73b9fb4f6090,1,0,0,0,0,111,111,0,444,57788,0
/Volumes/malware-dataset/malware/VirusShare_1bd3a56f04cad1e437b15880132132e0,1,0,0,0,266,122,122,0,488,106984,0
/Volumes/malware-dataset/malware/VirusShare_4a420fb5cbd37f2d473e206069eabc20,1,0,0,0,1233,36,36,0,144,37008,0
/Volumes/malware-dataset/malware/VirusShare_04c9ab7bd4fab1af084f1b79816cf180,1,0,0,0,799,43,43,0,172,12460,1
/Volumes/malware-dataset/malware/VirusShare_2eed32eaecd92ca1a67ebd76b192589f,1,0,0,0,221,155,155,0,544,33312,1
/Volumes/malware-dataset/malware/VirusShare_4ad007707e16b6344255b1e81fbe8d31,1,0,0,0,783,168,167,0,668,365212,0
/Volumes/malware-dataset/malware/VirusShare_572ef9eca56ddff7c241afb940a8c500,1,0,0,0,0,134,134,0,0,282624,0
/Volumes/malware-dataset/malware/VirusShare_3c6383f95fc9985d906870f22b3e0cbc,1,0,0,0,93,155,155,0,0,204800,0
/Volumes/malware-dataset/malware/VirusShare_022233f657a620d548d2df8c8e78f920,1,0,0,0,396,61,59,0,236,49388,0
/Volumes/malware-dataset/malware/VirusShare_4ce4352801c3cc4a11d4e92d8b35ea10,1,0,0,0,131,30,30,0,120,57464,0
/Volumes/malware-dataset/malware/VirusShare_1f6f07034435eb2131a6d35d01c7587c,1,0,0,0,131,96,92,0,284,12572,2
/Volumes/malware-dataset/malware/VirusShare_3c477777c02c02f73ffebdcf6887dc40,1,0,0,0,2001,497,497,0,1988,518084,0
/Volumes/malware-dataset/malware/VirusShare_2b6a0c8194e0fa56211dabad0ff0ae09,1,0,0,0,0,9,9,0,36,61476,0
/Volumes/malware-dataset/malware/VirusShare_3b65e3e6109fc4faf63663090d1084a0,1,0,0,0,5517,112,112,0,436,123316,0
/Volumes/malware-dataset/malware/VirusShare_2cd94ecf9e648ef86e26db72b7abb33d,1,0,0,0,4429,17,17,0,68,262212,0
/Volumes/malware-dataset/malware/VirusShare_3ae8336470b4f2e06525eefb41154d8f,1,0,0,0,8,7,7,0,28,2396,1
/Volumes/malware-dataset/malware/VirusShare_488ac12c8c6ba29aabed07408d3aa000,1,0,0,0,971,118,118,0,472,90584,0
/Volumes/malware-dataset/malware/VirusShare_2e2fda02409830c9bcb40457a33f9f36,1,0,0,0,174,305,305,0,620,1413740,0
/Volumes/malware-dataset/malware/VirusShare_0959ffc85233fd943ebdc3656abfe370,1,0,0,0,358,122,118,0,320,241984,0
/Volumes/malware-dataset/malware/VirusShare_2a6585d63f97cee788ee4947130a7430,1,0,0,0,1727,147,147,0,584,569928,0
/Volumes/malware-dataset/malware/VirusShare_39f54ee28da421890c334c89647827c0,1,0,0,0,1324,204,197,0,788,328468,0
/Volumes/malware-dataset/malware/VirusShare_396849a9ed1dfe07614b00a7ae479a60,1,0,0,0,2484,7,3,0,12,507916,0
/Volumes/malware-dataset/malware/VirusShare_3c05fe491c52edd866e042a3db960f30,1,0,0,0,446,227,227,0,896,193408,0
/Volumes/malware-dataset/malware/VirusShare_487c1ef826ef640f440753567f36ca46,1,0,0,0,13215,21,21,0,84,20564,0
/Volumes/malware-dataset/malware/VirusShare_2b06a729deba73a80ae8305b61825be5,1,0,0,0,266,122,122,0,488,106984,0
/Volumes/malware-dataset/malware/VirusShare_4a7504dea9692bc72bd96818ef0da5e0,1,0,0,0,3,66,66,0,264,61704,0
/Volumes/malware-dataset/malware/VirusShare_07e704e36f7f2ec9f11299cd79760470,1,0,0,0,10,8,8,0,32,12192,0
/Volumes/malware-dataset/malware/VirusShare_0a41feecfe5750c54f078df1bf0950f6,1,0,0,0,884,87,87,0,348,41308,0
/Volumes/malware-dataset/malware/VirusShare_2b77047da9664771c1403e89c028fdf1,1,0,0,0,454,209,209,0,812,688940,0
/Volumes/malware-dataset/malware/VirusShare_453b6a1140cd5d62fbce05ff11aa2e30,1,0,0,0,682,1,1,0,4,4100,0
/Volumes/malware-dataset/malware/VirusShare_4998ac9318764dd0e4452bf831e6c5e8,1,0,0,0,2763,67,67,0,268,57612,0
/Volumes/malware-dataset/malware/VirusShare_3be489e6a398c0763646fb23b7dc1130,1,0,0,0,175,96,96,0,332,41292,0
/Volumes/malware-dataset/malware/VirusShare_3c9c12daad7c4e6d6e48c9e3c81ffa60,1,0,0,0,0,7,7,0,0,942080,0
/Volumes/malware-dataset/malware/VirusShare_4af8bf635e6ebe4f2173a22ae4e99eb4,1,0,0,0,10781,2,2,0,8,8,100
/Volumes/malware-dataset/malware/VirusShare_2dd86c95aacd73533cd143616a4cc4c0,1,0,0,0,5503,113,113,0,440,119224,0
/Volumes/malware-dataset/malware/VirusShare_3b82049c8d88c91d7400cf8c2c3a8c14,1,0,0,0,246,145,145,0,0,126976,0
/Volumes/malware-dataset/malware/VirusShare_1b3aab43d5ec89ae78c002dd63c5cbf0,1,0,0,0,1721,210,209,0,756,299764,0
/Volumes/malware-dataset/malware/VirusShare_3ecaeb61585596bbb956795b6fa11bc0,1,0,0,0,0,16,16,0,64,139328,0
/Volumes/malware-dataset/malware/VirusShare_3d0df8fc0664b716ae5899f6d9ab1b80,1,0,0,0,0,152,152,0,0,266240,0
/Volumes/malware-dataset/malware/VirusShare_1b67cb79b339d038ad6ecdb309b85f7c,1,0,0,0,140,96,96,0,336,131408,0
/Volumes/malware-dataset/malware/VirusShare_3b631edce441f96736c158703a58d820,1,0,0,0,1,1017,1,0,4,868356,0
/Volumes/malware-dataset/malware/VirusShare_4ab88d4db009587dd7305c2893bf01a0,1,0,0,0,1568,38,38,0,152,114840,0
/Volumes/malware-dataset/malware/VirusShare_3db3a3b2899836cd20d32ac40eeb6b60,1,0,0,0,1231,442,95,0,372,70004,0
/Volumes/malware-dataset/malware/VirusShare_2b8f557febb155e6d7791cbd30385a9c,1,0,0,0,1114,2,2,0,8,69640,0
/Volumes/malware-dataset/malware/VirusShare_57d9fbdb221ef6dff52c3d603cc7f7d0,1,0,0,0,29,21,21,0,0,12288,0
/Volumes/malware-dataset/malware/VirusShare_00c5da9e83a64202ab0997e6fb902090,1,0,0,0,2480,267,267,0,1056,398368,0
/Volumes/malware-dataset/malware/VirusShare_2d7dd85e84e9f84230596140f5e49540,1,0,0,0,0,6,6,0,0,159744,0
/Volumes/malware-dataset/malware/VirusShare_0a5d921267a21a92676a20d798d0d030,1,0,0,0,0,100,100,0,400,53648,0
/Volumes/malware-dataset/malware/VirusShare_3c4a5ed5000a245e46646af9bf46a781,1,0,0,0,272,155,155,0,620,25196,2
/Volumes/malware-dataset/malware/VirusShare_57eab2d79a24c0e67be734a9a753610c,1,0,0,0,274,125,121,0,484,209380,0
/Volumes/malware-dataset/malware/VirusShare_1b893a57007856a88f6edb560b33f7c7,1,0,0,0,2318,2,2,0,8,45064,0
/Volumes/malware-dataset/malware/VirusShare_578718ec7f42ef455fb70602c4b75d9b,1,0,0,0,14,8,8,0,32,4128,0
/Volumes/malware-dataset/malware/VirusShare_2c693f5180bc4a898355338560d82430,1,0,0,0,300,103,103,0,412,123292,0
/Volumes/malware-dataset/malware/VirusShare_3a71adfe0779e2a70e650666da6ac4a0,1,0,0,0,3,123,123,0,492,90604,0
/Volumes/malware-dataset/malware/VirusShare_1e1a675acc87463c0999bdb81fba3200,1,0,0,0,34,147,147,0,588,123468,0
/Volumes/malware-dataset/malware/VirusShare_3e7f3ec8abe28de3ecd208176d827360,1,0,0,0,11,6,6,0,12,155660,0
/Volumes/malware-dataset/malware/VirusShare_2e266854c769d1c015ea1268223e25d0,1,0,0,0,744,84,84,0,44,53292,0
/Volumes/malware-dataset/malware/VirusShare_3cc844c514e22ba6a104ae761e4c7910,1,0,0,0,596,88,85,0,340,237908,0
/Volumes/malware-dataset/malware/VirusShare_2a673ea81f5b9a0bb2906b6a4507d480,1,0,0,0,6540,105,105,0,420,131492,0
/Volumes/malware-dataset/malware/VirusShare_3ec757f9b0a7baa8195ceed5826fe4d6,1,0,0,0,755,10,10,0,40,16424,0
/Volumes/malware-dataset/malware/VirusShare_3a6e64228a5e27a825361bca328fe9cb,1,0,0,0,180,11,11,0,20,1134612,0
/Volumes/malware-dataset/malware/VirusShare_55c7e7392e26cf591a2c9dcb9b500be0,1,0,0,0,257,155,155,0,620,25196,2
/Volumes/malware-dataset/malware/VirusShare_2f21632579fa64e07e4fe3cec8cd433a,1,0,0,0,1,20,18,0,68,3022916,0
/Volumes/malware-dataset/malware/VirusShare_3c347e094ad74bd9bdaff4cc696b2630,1,0,0,0,351,59,58,0,232,196840,0
/Volumes/malware-dataset/malware/VirusShare_494151bb2dac49527ca4fe1b6b5bb030,1,0,0,0,664,64,62,0,248,278776,0
/Volumes/malware-dataset/malware/VirusShare_56089ca950f63f3758f608b1ea835d30,1,0,0,0,465,110,110,0,440,74168,0
/Volumes/malware-dataset/malware/VirusShare_48629336cc1796f239dc322c9c689860,1,0,0,0,2488,79,79,0,100,12388,0
/Volumes/malware-dataset/malware/VirusShare_2b990a2065a723c21f8fc56e5fb4a1c0,1,0,0,0,175,71,71,0,196,123076,0
/Volumes/malware-dataset/malware/VirusShare_5b39ec65b59cd623aa17c13c388a8f60,1,0,0,0,14,776,1,0,4,532484,0
